"","timestamp","source","destination","databytes"
"148",3.916464,17,74,46
"149",3.918416,2,37,212
"150",3.949648,2,35,212
"151",4.094672,2,37,212
"152",4.111264,2,35,212
"153",4.176656,2,35,212
"154",4.186416,38,5,42
"155",4.203984,26,8,58
"156",4.218624,86,85,85
"157",4.343552,17,74,50
"158",4.359168,5,62,43
"159",4.418704,2,109,29
"160",4.450912,2,35,212
"161",4.469456,86,85,85
"162",4.471409,8,111,93
"163",4.521185,8,112,199
"164",4.541681,8,87,90
"165",4.565104,85,94,85
"166",4.626592,8,7,150
"167",4.662706,8,83,245
"168",4.683201,8,61,38
"169",4.685152,8,26,43
"170",4.685153,8,116,42
"171",4.686128,8,117,42
"172",4.687105,85,94,24
"173",4.687106,8,77,43
"174",4.68808,8,118,49
"175",4.688081,8,119,60
"176",4.704674,8,107,107
"177",4.713458,8,77,127
"178",4.715408,8,118,102
"179",4.719313,8,120,43
"180",4.719314,2,35,212
"181",4.721266,8,119,123
"182",4.73005,75,22,87
"183",4.74176,2,37,212
"184",4.74664,74,17,236
"185",4.74957,8,122,42
"186",4.750544,8,117,38
"187",4.768113,8,123,37
"188",4.782752,2,35,212
"189",4.796417,8,42,42
"190",4.802273,8,117,38
"191",4.825696,8,26,47
"192",4.831553,60,30,56
"193",4.831554,77,8,43
"194",4.843266,8,5,38
"195",4.871569,8,77,49
"196",4.896946,8,122,42
"197",4.902801,8,26,37
"198",4.924272,8,120,125
"199",4.94672,8,116,35
"200",4.958433,8,77,102
"201",4.964288,2,35,212
"202",4.988688,44,45,161
"203",4.989664,8,26,34
"204",4.991617,8,119,34
"205",4.992592,45,47,161
"206",4.997472,47,49,163
"207",5.007809,8,110,39
"208",5.052706,8,119,254
"209",5.066368,119,8,56
"210",5.069297,22,75,185
"211",5.074176,8,119,40
"212",5.081984,8,119,40
"213",5.106385,126,80,81
"214",5.10736,8,119,35
"215",5.110289,8,110,224
"216",5.115168,80,126,27
"217",5.128834,85,94,168
"218",5.137617,86,85,123
"219",5.148353,8,113,40
"220",5.15128,126,80,33
"221",5.155184,22,75,185
"222",5.160064,80,126,52
"223",5.17568,8,26,41
"224",5.213744,77,8,47
"225",5.215696,2,37,212
"226",5.216672,2,37,212
"227",5.232288,8,42,42
"228",5.23424,8,77,49
"229",5.241073,8,118,49
"230",5.245952,2,37,212
"231",5.24888,5,62,52
"232",5.260593,119,8,50
"233",5.264496,8,119,42
"234",5.271328,8,54,40
"235",5.281089,8,119,117
"236",5.291824,8,113,35
"237",5.293776,85,94,123
"238",5.318177,8,116,61
"239",5.347456,8,110,37
"240",5.350384,8,116,39
"241",5.39528,2,35,212
"242",5.44408,8,117,60
"243",5.482144,2,35,212
"244",5.496787,8,117,123
"245",5.5124,75,5,45
"246",5.52704,51,5,113
"247",5.538752,8,119,43
"248",5.544608,2,35,212
"249",5.5612,5,51,37
"250",5.569008,61,8,46
"251",5.569984,83,8,68
"252",5.572913,8,119,34
"253",5.583648,8,119,35
"254",5.594385,26,5,102
"255",5.619762,126,80,28
"256",5.633424,80,126,32
"257",5.641232,2,37,212
"258",5.642208,2,37,212
"259",5.66368,126,80,39
"260",5.734928,8,117,34
"261",5.768112,109,2,26
"262",5.770064,2,109,30
"263",5.806176,132,5,49
"264",5.822769,8,116,51
"265",5.833504,8,110,58
"266",5.836432,8,117,40
"267",5.837408,17,74,45
"268",5.862784,77,8,40
"269",5.907681,131,8,30
"270",5.924272,2,35,212
"271",5.925248,8,119,46
"272",5.928176,8,120,37
"273",5.943792,8,119,62
"274",5.954529,8,119,34
"275",5.96624,2,109,53
"276",5.969169,2,37,212
"277",5.975024,8,117,40
"278",5.977954,8,110,154
"279",5.982833,2,35,212
"280",6.000976,8,42,37
"281",6.008784,126,80,46
"282",6.013664,11,5,38
"283",6.032209,8,117,35
"284",6.033184,133,8,62
"285",6.051729,8,120,38
"286",6.089794,8,116,193
"287",6.091744,29,30,60
"288",6.095648,2,35,212
"289",6.110289,61,5,41
"290",6.121024,8,119,33
"291",6.142496,8,119,51
"292",6.15128,8,119,93
"293",6.162992,8,53,19
"294",6.167872,8,116,41
"295",6.169824,8,113,42
"296",6.174704,76,8,52
"297",6.179584,2,37,212
"298",6.189344,8,111,39
"299",6.191298,87,5,35
"300",6.194225,2,109,24
"301",6.240096,5,8,47
"302",6.243024,53,8,36
"303",6.278162,5,76,56
"304",6.28402,75,5,46
"305",6.2928,75,5,38
"306",6.29768,76,5,45
"307",6.307442,63,125,97
"308",6.325008,26,5,43
"309",6.333792,5,55,19
"310",6.343555,61,5,39
"311",6.349408,8,110,40
"312",6.353312,115,80,105
"313",6.358194,80,115,27
"314",6.36112,2,37,212
"315",6.369904,77,8,39
"316",6.38162,57,5,55
"317",6.384545,8,111,42
"318",6.399184,8,116,241
"319",6.401136,55,5,35
"320",6.413824,8,113,43
"321",6.436273,8,113,34
"322",6.441153,8,116,35
"323",6.444083,8,5,36
"324",6.45384,8,113,35
"325",6.472387,8,113,19
"326",6.472388,11,5,34
"327",6.474336,8,117,42
"328",6.47824,87,5,245
"329",6.487024,8,111,39
"330",6.495809,2,37,212
"331",6.497763,8,111,43
"332",6.498738,5,51,141
"333",6.513377,26,5,110
"334",6.513378,8,117,117
"335",6.515329,8,119,39
"336",6.530946,2,35,212
"337",6.537776,119,8,49
"338",6.540704,108,63,110
"339",6.543632,8,119,43
"340",6.544609,63,108,27
"341",6.552416,8,111,49
"342",6.554369,8,119,42
"343",6.561201,8,119,39
"344",6.569008,4,5,42
"345",6.571937,8,119,93
"346",6.604144,78,5,52
"347",6.616832,115,80,74
"348",6.622688,80,115,38
"349",6.643184,2,35,212
"350",6.674416,42,8,32
"351",6.676369,8,54,42
"352",6.68808,2,37,212
"353",6.690032,75,22,81
"354",6.717361,8,119,38
"355",6.729075,8,5,194
"356",6.732001,8,119,48
"357",6.747616,8,120,38
"358",6.755425,75,5,50
"359",6.757376,2,35,212
"360",6.759328,8,117,43
"361",6.760304,22,75,184
"362",6.763232,22,75,184
"363",6.767136,17,137,97
"364",6.79056,8,119,48
"365",6.793488,130,8,54
"366",6.795442,8,26,41
"367",6.798369,8,119,34
"368",6.809105,136,8,73
"369",6.81008,87,5,41
"370",6.822768,82,5,59
"371",6.825696,8,136,36
"372",6.832529,2,37,212
"373",6.841313,11,5,38
"374",6.841317,29,30,60
"375",6.842288,8,116,142
"376",6.844242,80,115,37
"377",6.875472,137,17,23
"378",6.8784,131,8,30
"379",6.886209,8,120,127
"380",6.888161,17,137,49
"381",6.894992,61,8,38
"382",6.897922,5,51,49
"383",6.925249,8,42,37
"384",6.958433,8,116,43
"385",6.96624,131,8,32
"386",6.972096,83,8,42
"387",6.987713,2,37,212
"388",6.989664,76,8,33
"389",7.020497,137,17,40
"390",7.028304,61,8,39
"391",7.031232,8,54,41
"392",7.038064,8,119,47
"393",7.043921,2,35,212
"394",7.059536,107,8,42
"395",7.11224,77,8,137
"396",7.115168,115,80,64
"397",7.144448,2,37,212
"398",7.184464,5,55,19
"399",7.199105,5,4,35
"400",7.20984,2,35,212
"401",7.232289,8,110,39
"402",7.246928,133,8,30
"403",7.254737,55,5,35
"404",7.256688,8,5,42
"405",7.25864,22,32,101
"406",7.276208,8,110,151
"407",7.288896,17,137,47
"408",7.288897,108,63,88
"409",7.289872,2,37,212
"410",7.2928,63,108,37
"411",7.29768,2,35,212
"412",7.362096,8,113,46
"413",7.397232,137,17,37
"414",7.41773,17,137,49
"415",7.424561,8,119,35
"416",7.435296,8,26,36
"417",7.454817,2,37,212
"418",7.465552,8,119,133
"419",7.471408,8,54,36
"420",7.480192,8,42,37
"421",7.481168,62,5,52
"422",7.486048,119,8,50
"423",7.489953,75,5,50
"424",7.500688,115,80,46
"425",7.516304,8,119,39
"426",7.535825,8,26,32
"427",7.537777,8,119,55
"428",7.546563,88,5,242
"429",7.550464,8,136,38
"430",7.565104,11,5,46
"431",7.571937,8,119,38
"432",7.574864,8,116,37
"433",7.587552,5,11,253
"434",7.588528,8,110,38
"435",7.604145,8,113,35
"436",7.606097,80,115,228
"437",7.607073,5,75,44
"438",7.611952,29,30,60
"439",7.617809,75,5,47
"440",7.618784,2,37,212
"441",7.619761,8,113,62
"442",7.623665,82,5,44
"443",7.628544,5,62,38
"444",7.630497,87,5,40
"445",7.64221,4,5,42
"446",7.660753,8,113,110
"447",7.667585,131,8,34
"448",7.675392,75,5,55
"449",7.679296,8,107,46
"450",7.705649,2,35,212
"451",7.733952,8,119,43
"452",7.737857,55,5,41
"453",7.737858,80,126,40
"454",7.753473,8,116,45
"455",7.766163,8,119,127
"456",7.799345,2,35,212
"457",7.820817,2,37,212
"458",7.84912,2,35,212
"459",7.879381,119,8,43
"460",7.896945,61,8,39
"461",7.903779,8,42,65
"462",7.914512,8,54,34
"463",7.928178,17,142,97
"464",7.949648,11,5,38
"465",7.966241,17,137,50
"466",7.968193,2,37,212
"467",7.984785,8,116,36
"468",7.998448,8,112,39
"469",8.001952,8,113,33
"470",8.002928,8,119,39
"471",8.008785,142,17,25
"472",8.013664,8,113,51
"473",8.038064,17,142,51
"474",8.059536,131,8,32
"475",8.10248,2,155,56
"476",8.104434,8,111,49
"477",8.117121,2,37,212
"478",8.117122,142,17,48
"479",8.120051,8,119,139
"480",8.13176,5,51,41
"481",8.153232,108,63,44
"482",8.156161,63,108,33
"483",8.157136,8,123,34
"484",8.173729,76,8,33
"485",8.18056,8,136,52
"486",8.199104,8,120,36
"487",8.291824,2,37,212
"488",8.299632,2,35,212
"489",8.316224,5,51,33
"490",8.349408,8,119,36
"491",8.350385,131,8,34
"492",8.358193,8,119,70
"493",8.363073,5,75,45
"494",8.381616,75,5,54
"495",8.382593,76,5,49
"496",8.383568,75,5,39
"497",8.391376,87,5,32
"498",8.398208,2,35,212
"499",8.402112,146,5,65
"500",8.404064,29,30,60
"501",8.413825,8,120,195
"502",8.4148,5,146,39
"503",8.425536,44,45,160
"504",8.428464,45,47,160
"505",8.431392,2,37,212
"506",8.432369,47,49,162
"507",8.433347,55,5,52
"508",8.437248,82,5,42
"509",8.437249,8,42,34
"510",8.438224,126,80,34
"511",8.452864,126,80,55
"512",8.455793,8,122,43
"513",8.456768,2,35,212
"514",8.48605,75,22,75
"515",8.499713,8,54,57
"516",8.500688,17,142,55
"517",8.514353,8,119,36
"518",8.51728,8,136,51
"519",8.518256,88,5,40
"520",8.543632,8,119,34
"521",8.558272,8,119,38
"522",8.579745,142,17,40
"523",8.584625,8,119,57
"524",8.587553,43,2,20
"525",8.593408,5,62,38
"526",8.615858,2,37,212
"527",8.616833,57,5,234
"528",8.644161,17,142,52
"529",8.661729,119,8,47
"530",8.66856,161,8,42
"531",8.670513,11,5,40
"532",8.687104,8,113,39
"533",8.693936,44,45,44
"534",8.696864,8,161,31
"535",8.697841,45,47,44
"536",8.702723,8,119,37
"537",8.739809,8,119,187
"538",8.748592,5,51,49
"539",8.750544,47,49,46
"540",8.754448,159,8,61
"541",8.76616,8,159,42
"542",8.77592,2,37,212
"543",8.782753,8,53,19
"544",8.812033,5,8,42
"545",8.837409,2,35,212
"546",8.842288,2,43,19
"547",8.851073,8,136,93
"548",8.85888,107,8,37
"549",8.858881,53,8,41
"550",8.865712,161,8,44
"551",8.875472,8,161,223
"552",8.890113,8,5,31
"553",8.891088,8,119,31
"554",8.894016,8,159,137
"555",8.896944,86,85,85
"556",8.89792,8,119,39
"557",8.906705,8,119,98
"558",8.911584,108,63,45
"559",8.916465,5,51,200
"560",8.920368,8,54,33
"561",8.937936,2,37,212
"562",8.94184,29,30,60
"563",8.959408,2,35,212
"564",8.98576,8,42,34
"565",8.992593,161,8,46
"566",8.994544,8,161,130
"567",9.001953,2,35,212
"568",9.003904,17,92,97
"569",9.005857,17,142,50
"570",9.006833,84,5,42
"571",9.043921,5,51,41
"572",9.045872,8,119,42
"573",9.066368,2,165,42
"574",9.078084,92,17,21
"575",9.081009,8,54,41
"576",9.084912,86,85,85
"577",9.111264,2,166,20
"578",9.153232,2,37,212
"579",9.153233,4,5,42
"580",9.173729,17,92,47
"581",9.18056,8,113,43
"582",9.19032,8,122,36
"583",9.191297,8,113,36
"584",9.25474,92,17,45
"585",9.262544,119,8,43
"586",9.268402,8,119,43
"587",9.279136,8,119,44
"588",9.287921,8,119,38
"589",9.301585,2,37,212
"590",9.319152,8,119,36
"591",9.330865,115,80,79
"592",9.356241,8,111,39
"593",9.381617,43,2,30
"594",9.388448,26,5,41
"595",9.398208,5,62,73
"596",9.421632,8,159,35
"597",9.423584,86,85,85
"598",9.458721,2,35,212
"599",9.458722,2,37,212
"600",9.460672,119,8,49
"601",9.47336,8,159,42
"602",9.474337,8,119,49
"603",9.480192,75,5,54
"604",9.481168,75,5,39
"605",9.484097,8,119,102
"606",9.499714,8,120,39
"607",9.507521,5,51,167
"608",9.526064,84,5,42
"609",9.543632,8,136,39
"610",9.562176,8,116,31
"611",9.57096,44,45,44
"612",9.572912,45,47,44
"613",9.576816,47,49,46
"614",9.581696,82,5,42
"615",9.603168,29,30,60
"616",9.610976,115,80,108
"617",9.617808,2,37,212
"618",9.618784,2,35,212
"619",9.630496,5,51,37
"620",9.631472,75,5,31
"621",9.63928,78,5,68
"622",9.650992,5,78,39
"623",9.652945,8,42,128
"624",9.666608,2,35,212
"625",9.692962,5,51,86
"626",9.780801,8,107,49
"627",9.787632,108,63,50
"628",9.80032,17,92,52
"629",9.81984,2,37,212
"630",9.857904,5,51,39
"631",9.860832,8,122,49
"632",9.881328,92,17,38
"633",9.909632,63,108,136
"634",9.909634,17,92,50
"635",9.911584,8,107,142
"636",9.953553,8,116,47
"637",9.954528,2,37,212
"638",9.958432,2,52,39
"639",9.985762,8,122,55
"640",10.00976,8,136,42
"641",10.04392,2,52,100
"642",10.05856,2,35,212
"643",10.094672,8,119,40
"644",10.116144,8,54,48
"645",10.11712,8,124,42
"646",10.129809,5,57,42
"647",10.134688,17,92,50
"648",10.155184,8,119,34
"649",10.158112,87,5,42
"650",10.164946,43,2,53
"651",10.166896,86,85,85
"652",10.166898,43,2,168
"653",10.167875,8,119,35
"654",10.168848,2,37,212
"655",10.1952,8,119,39
"656",10.206912,8,119,38
"657",10.20984,2,35,212
"658",10.215697,8,119,47
"659",10.220577,92,17,25
"660",10.230336,85,94,85
"661",10.232288,8,119,47
"662",10.240096,8,119,58
"663",10.271328,8,42,40
"664",10.277185,5,78,37
"665",10.29768,26,5,41
"666",10.305488,2,37,212
"667",10.319154,2,35,212
"668",10.325984,165,2,34
"669",10.328912,8,159,38
"670",10.342577,82,5,37
"671",10.347456,85,94,24
"672",10.362096,2,165,52
"673",10.364048,76,8,180
"674",10.366976,17,142,45
"675",10.373809,8,7,38
"676",10.386497,43,2,24
"677",10.437248,9,2,64
"678",10.4392,8,159,36
"679",10.444081,8,119,74
"680",10.455794,8,119,137
"681",10.456768,2,167,28
"682",10.460672,2,37,212
"683",10.461648,2,9,32
"684",10.461649,8,87,41
"685",10.46848,119,8,45
"686",10.470432,8,119,49
"687",10.530945,8,120,42
"688",10.559248,8,136,39
"689",10.590481,8,7,44
"690",10.592432,11,5,44
"691",10.597313,88,5,40
"692",10.60805,86,85,248
"693",10.642209,5,51,42
"694",10.655872,8,83,42
"695",10.659776,2,37,212
"696",10.704674,8,136,32
"697",10.707601,2,35,212
"698",10.714433,129,22,175
"699",10.716384,165,2,33
"700",10.721264,2,165,29
"701",10.72517,8,122,49
"702",10.757377,22,129,186
"703",10.760306,22,129,186
"704",10.773969,8,42,42
"705",10.783728,5,51,168
"706",10.784705,8,120,221
"707",10.856929,8,119,47
"708",10.863761,5,51,47
"709",10.86864,2,35,212
"710",10.893042,5,11,30
"711",10.895969,8,26,44
"712",10.93696,5,76,50
"713",10.942816,2,35,212
"714",10.947696,75,5,38
"715",10.948672,76,5,42
"716",10.949649,8,26,37
"717",10.964289,84,5,31
"718",10.983809,8,5,36
"719",10.988688,8,159,41
"720",11.010737,5,55,19
"721",11.025376,8,159,255
"722",11.026352,8,54,37
"723",11.031233,75,5,127
"724",11.032208,8,136,43
"725",11.03416,8,26,42
"726",11.041968,5,62,38
"727",11.066368,11,5,38
"728",11.067344,44,45,136
"729",11.068322,8,5,49
"730",11.072224,45,47,136
"731",11.076128,8,26,34
"732",11.077104,47,49,139
"733",11.079056,17,92,97
"734",11.083936,44,45,136
"735",11.086864,55,5,56
"736",11.086865,45,47,136
"737",11.090768,47,49,139
"738",11.091744,8,122,42
"739",11.098577,84,5,216
"740",11.120048,2,52,49
"741",11.125904,8,26,35
"742",11.133713,8,122,103
"743",11.155185,92,17,21
"744",11.178609,8,26,42
"745",11.188368,17,92,47
"746",11.196176,8,26,42
"747",11.197152,87,5,103
"748",11.205936,2,35,212
"749",11.206913,8,119,38
"750",11.220576,8,119,37
"751",11.229362,82,5,38
"752",11.236194,8,133,43
"753",11.24888,2,37,212
"754",11.264497,8,136,127
"755",11.275233,92,17,48
"756",11.279136,77,8,34
"757",11.28792,4,5,38
"758",11.315248,5,51,37
"759",11.330864,8,119,39
"760",11.335744,133,8,42
"761",11.343552,8,42,216
"762",11.344528,2,165,53
"763",11.364048,8,119,48
"764",11.372832,8,119,124
"765",11.38552,2,35,212
"766",11.397232,24,177,88
"767",11.399184,24,177,88
"768",11.403088,8,26,41
"769",11.461648,119,8,46
"770",11.469456,8,26,38
"771",11.476288,8,119,39
"772",11.491904,8,120,61
"773",11.49288,2,35,212
"774",11.518257,8,26,36
"775",11.569008,8,26,41
"776",11.572912,8,122,42
"777",11.614882,8,26,255
"778",11.635376,5,51,36
"779",11.657827,8,120,121
"780",11.700769,5,51,107
"781",11.709552,8,136,49
"782",11.733952,2,37,212
"783",11.733953,2,37,212
"784",11.754449,2,37,212
"785",11.755424,2,35,212
"786",11.790561,5,62,47
"787",11.791536,8,136,102
"788",11.835457,8,112,35
"789",11.84424,5,51,41
"790",11.857904,8,110,36
"791",11.894017,2,35,212
"792",11.955505,2,165,24
"793",11.95648,8,107,37
"794",11.96136,8,110,165
"795",11.975024,108,63,44
"796",12.003904,75,5,244
"797",12.045874,2,35,212
"798",12.057584,8,26,43
"799",12.109312,8,26,97
"800",12.109313,8,122,34
"801",12.144448,130,8,50
"802",12.149329,55,5,56
"803",12.236192,8,124,42
"804",12.298657,2,37,212
"805",12.298658,2,37,212
"806",12.306464,2,37,212
"807",12.338673,8,116,51
"808",12.339649,88,5,42
"809",12.36893,2,35,212
"810",12.372832,8,110,36
"811",12.440176,8,110,171
"812",12.454816,8,42,219
"813",12.477264,2,35,212
"814",12.480193,8,5,49
"815",12.518256,8,26,38
"816",12.535824,131,8,55
"817",12.563152,8,26,42
"818",12.573889,82,5,38
"819",12.613904,8,120,31
"820",12.623665,5,62,36
"821",12.6344,2,35,212
"822",12.653922,5,51,253
"823",12.679298,2,37,212
"824",12.750545,61,8,136
"825",12.765184,185,22,44
"826",12.765185,108,63,47
"827",12.818864,2,37,212
"828",12.8296,8,110,41
"829",12.84229,5,51,42
"830",12.848144,8,120,163
"831",12.863762,8,116,37
"832",12.874496,2,167,126
"833",12.894993,8,110,71
"834",12.898896,2,35,212
"835",12.9028,76,8,42
"836",12.93013,5,11,233
"837",12.962336,8,107,183
"838",12.968193,8,26,35
"839",12.970146,131,8,42
"840",12.971121,131,8,37
"841",12.976976,5,8,45
"842",12.981857,5,51,28
"843",12.987712,2,37,212
"844",13.002928,5,51,37
"845",13.003904,2,35,212
"846",13.036112,8,26,52
"847",13.044896,8,122,33
"848",13.044897,65,45,100
"849",13.047824,45,47,99
"850",13.050753,47,66,99
"851",13.093696,83,8,37
"852",13.113216,8,122,38
"853",13.114193,8,136,49
"854",13.122001,2,37,212
"855",13.125905,2,35,212
"856",13.138592,8,116,36
"857",13.14152,107,8,64
"858",13.189344,8,42,219
"859",13.201056,8,26,47
"860",13.213745,29,30,60
"861",13.224481,8,26,46
"862",13.228384,65,45,60
"863",13.231313,45,47,59
"864",13.23424,47,66,59
"865",13.23912,5,51,33
"866",13.256689,8,26,36
"867",13.267424,8,110,42
"868",13.267426,130,8,64
"869",13.285968,2,37,212
"870",13.286944,8,130,36
"871",13.31232,8,26,41
"872",13.321104,5,62,38
"873",13.330866,8,110,120
"874",13.355264,29,30,60
"875",13.375761,8,26,34
"876",13.379664,8,116,34
"877",13.435296,2,37,212
"878",13.447008,2,167,45
"879",13.452864,8,122,49
"880",13.463601,5,51,40
"881",13.481169,17,194,97
"882",13.497761,4,5,38
"883",13.499712,8,122,36
"884",13.50264,2,35,212
"885",13.509472,8,159,43
"886",13.543633,8,116,75
"887",13.546561,8,159,97
"888",13.572912,194,17,27
"889",13.587552,2,37,212
"890",13.591456,8,120,48
"891",13.602192,8,26,39
"892",13.628545,2,35,212
"893",13.632448,29,30,60
"894",13.655876,8,42,37
"895",13.66856,8,136,39
"896",13.691009,8,110,36
"897",13.734928,17,194,53
"898",13.746642,8,130,41
"899",13.748592,2,35,212
"900",13.774945,2,37,212
"901",13.774946,8,130,255
"902",13.783729,8,120,179
"903",13.81008,8,42,37
"904",13.836433,8,124,182
"905",13.838385,194,17,35
"906",13.904752,8,26,43
"907",13.913538,130,8,141
"908",13.965264,8,26,76
"909",13.986736,2,37,212
"910",13.994544,8,107,39
"911",14.025376,8,26,30
"912",14.03416,8,122,38
"913",14.048802,8,130,43
"914",14.051728,2,35,212
"915",14.054656,8,110,36
"916",14.06344,8,26,34
"917",14.066368,8,116,40
"918",14.074176,8,54,39
"919",14.074177,61,8,38
"920",14.076128,5,51,40
"921",14.081008,8,130,97
"922",14.08296,131,8,51
"923",14.116144,2,37,212
"924",14.149329,8,110,61
"925",14.16592,2,35,212
"926",14.165922,17,194,42
"927",14.169825,8,26,42
"928",14.172752,76,8,42
"929",14.177632,8,123,39
"930",14.199104,133,8,42
"931",14.207888,8,61,43
"932",14.210817,203,80,90
"933",14.215696,80,203,27
"934",14.228384,53,5,112
"935",14.237168,5,53,37
"936",14.245953,8,26,38
"937",14.247904,8,54,39
"938",14.25864,2,165,24
"939",14.2684,194,17,36
"940",14.275232,8,136,73
"941",14.281088,8,26,38
"942",14.284016,2,35,212
"943",14.298656,2,37,212
"944",14.306464,8,124,39
"945",14.31232,8,26,60
"946",14.315248,203,80,53
"947",14.319152,80,203,42
"948",14.321105,8,159,42
"949",14.333793,133,8,31
"950",14.360144,5,53,35
"951",14.37088,8,26,34
"952",14.372832,5,62,42
"953",14.37381,8,110,50
"954",14.381618,42,8,52
"955",14.406993,8,26,254
"956",14.41968,131,8,37
"957",14.43432,2,167,48
"958",14.441153,42,8,33
"959",14.44408,5,53,35
"960",14.457744,2,37,212
"961",14.475314,75,5,35
"962",14.47824,131,8,38
"963",14.504594,8,130,42
"964",14.51533,5,51,39
"965",14.518256,63,211,97
"966",14.526065,5,53,41
"967",14.527041,8,116,38
"968",14.542657,8,42,45
"969",14.558273,5,75,44
"970",14.559249,5,78,47
"971",14.567056,8,26,40
"972",14.569008,75,5,54
"973",14.569009,76,5,37
"974",14.56901,84,5,69
"975",14.588528,26,5,34
"976",14.621712,8,26,40
"977",14.632448,84,5,35
"978",14.648065,8,42,251
"979",14.672464,8,26,35
"980",14.691011,82,5,48
"981",14.694912,8,107,218
"982",14.72224,17,194,48
"983",14.723218,203,80,49
"984",14.724192,88,5,40
"985",14.72517,75,5,182
"986",14.72712,80,203,44
"987",14.743714,8,116,83
"988",14.749568,8,54,31
"989",14.757376,2,37,212
"990",14.758352,2,37,212
"991",14.764208,8,110,59
"992",14.769089,8,5,48
"993",14.786656,8,26,42
"994",14.816912,8,7,39
"995",14.824721,8,26,43
"996",14.853024,203,80,56
"997",14.856928,5,51,45
"998",14.864736,8,26,34
"999",14.868641,8,130,78
"1000",14.910608,87,5,42
"1001",14.921344,76,5,180
"1002",14.93208,8,116,38
"1003",14.940864,2,37,212
"1004",14.954528,8,26,35
"1005",14.983808,78,5,43
"1006",14.992594,8,112,193
"1007",14.994546,8,53,19
"1008",15.011713,76,8,40
"1009",15.021473,5,51,85
"1010",15.041968,203,80,50
"1011",15.05368,107,8,56
"1012",15.0732,53,8,44
"1013",15.07808,5,8,30
"1014",15.079056,5,146,242
"1015",15.091744,5,62,223
"1016",15.152258,2,35,212
"1017",15.153232,2,35,24
"1018",15.16592,61,5,38
"1019",15.178608,2,167,19
"1020",15.179584,2,52,100
"1021",15.208864,2,35,212
"1022",15.215696,5,51,50
"1023",15.231312,2,37,212
"1024",15.233264,17,194,50
"1025",15.285968,211,63,24
"1026",15.294752,131,8,48
"1027",15.304512,42,8,47
"1028",15.327936,88,5,40
"1029",15.329888,2,220,28
"1030",15.348433,125,63,20
"1031",15.36112,2,37,212
"1032",15.37088,8,42,41
"1033",15.395282,8,159,78
"1034",15.402112,63,211,50
"1035",15.408945,43,2,29
"1036",15.408946,63,125,46
"1037",15.413825,29,30,56
"1038",15.426512,5,53,41
"1039",15.437248,2,35,212
"1040",15.461648,5,4,42
"1041",15.527041,8,116,39
"1042",15.527042,84,5,35
"1043",15.559248,130,8,48
"1044",15.569008,2,37,212
"1045",15.581697,8,110,39
"1046",15.5856,125,63,39
"1047",15.619761,170,63,82
"1048",15.640257,63,170,27
"1049",15.654896,8,83,69
"1050",15.661729,5,51,38
"1051",15.665632,8,26,46
"1052",15.675393,170,63,53
"1053",15.680272,63,170,40
"1054",15.692961,211,63,44
"1055",15.700768,8,26,62
"1056",15.709552,2,37,212
"1057",15.753474,8,26,34
"1058",15.760305,8,54,53
"1059",15.772992,11,5,30
"1060",15.854976,8,110,73
"1061",15.855952,131,8,40
"1062",15.880352,44,45,53
"1063",15.883282,45,47,53
"1064",15.887184,47,49,55
"1065",15.88816,44,45,53
"1066",15.889136,77,8,33
"1067",15.890112,45,47,53
"1068",15.89304,47,49,55
"1069",15.914512,2,37,212
"1070",15.928176,8,120,45
"1071",15.930128,76,8,45
"1072",15.93696,2,167,42
"1073",15.940864,133,8,31
"1074",15.957457,131,8,52
"1075",15.966241,8,26,33
"1076",15.974048,5,8,49
"1077",15.989664,170,63,47
"1078",15.992593,63,170,39
"1079",16.016592,170,63,51
"1080",16.023424,2,37,212
"1081",16.026352,82,5,61
"1082",16.028305,8,26,51
"1083",16.036112,5,82,42
"1084",16.046848,8,26,39
"1085",16.060512,224,223,93
"1086",16.061488,224,223,93
"1087",16.067344,170,63,50
"1088",16.096624,8,120,251
"1089",16.111264,2,35,212
"1090",16.116144,8,110,42
"1091",16.133713,5,82,43
"1092",16.137616,8,54,47
"1093",16.143472,2,35,212
"1094",16.148352,223,224,29
"1095",16.153232,8,116,36
"1096",16.176656,2,43,17
"1097",16.181536,2,220,45
"1098",16.202033,8,110,251
"1099",16.204961,5,82,40
"1100",16.22253,8,87,152
"1101",16.230338,107,8,38
"1102",16.232288,2,37,212
"1103",16.237168,5,51,36
"1104",16.278161,61,8,143
"1105",16.298656,63,125,46
"1106",16.299632,131,8,42
"1107",16.308418,8,159,35
"1108",16.312321,8,107,40
"1109",16.327936,8,116,40
"1110",16.330864,224,223,70
"1111",16.332816,8,159,52
"1112",16.332817,224,223,70
"1113",16.33965,220,2,35
"1114",16.358195,8,107,92
"1115",16.366001,8,159,46
"1116",16.367952,2,37,212
"1117",16.389426,42,8,31
"1118",16.392353,2,220,48
"1119",16.413824,223,224,39
"1120",16.417728,2,35,212
"1121",16.428464,83,8,213
"1122",16.442129,5,51,195
"1123",16.46848,8,159,36
"1124",16.469457,5,51,43
"1125",16.48312,133,8,38
"1126",16.483122,125,63,36
"1127",16.496784,8,7,208
"1128",16.497761,29,30,60
"1129",16.498736,8,159,39
"1130",16.506546,77,8,42
"1131",16.506547,203,80,49
"1132",16.510448,63,211,51
"1133",16.534848,2,220,20
"1134",16.554368,2,37,212
"1135",16.597312,43,2,30
"1136",16.612928,8,116,40
